query_id,window,ring,sector,r_inner_m,r_outer_m,theta_start_deg,theta_end_deg,sc_max_z_m,sc_valid,lower_max_z_m,lower_valid,upper_min_z_m,upper_valid,roof_hides_lower
110,1099,0,52,0.0,1.875,312.0,318.0,3.039971663605935,1,0.017702580675767313,1,2.99608901659578,1,1
110,1099,0,53,0.0,1.875,318.0,324.0,3.047137236540606,1,0.021670930988942735,1,2.997192012521416,1,1
110,1099,0,54,0.0,1.875,324.0,330.0,3.033976208997994,1,0.01972500381600466,1,2.9978422507158053,1,1
110,1099,0,55,0.0,1.875,330.0,336.0,3.04704208641826,1,0.020493547134222523,1,2.9967908998987967,1,1
110,1099,0,56,0.0,1.875,336.0,342.0,3.0461493651289886,1,0.018884801622326346,1,3.0240984463050067,1,1
110,1099,0,57,0.0,1.875,342.0,348.0,4.325456688480455,1,0.01418882059897036,1,4.325456688480455,1,1
110,1099,0,58,0.0,1.875,348.0,354.0,,0,,0,,0,0
110,1099,0,59,0.0,1.875,354.0,360.0,0.01742787821079133,1,0.01742787821079133,1,,0,0
110,1099,1,0,1.875,3.75,0.0,6.0,3.0549915563921908,1,0.027119301723121464,1,2.998827964005676,1,1
110,1099,1,1,1.875,3.75,6.0,12.0,5.256897229145528,1,0.0242902966618489,1,2.996961899917133,1,1
110,1099,1,2,1.875,3.75,12.0,18.0,3.8865580040070515,1,0.02070066061231933,1,2.993624119903314,1,1
110,1099,1,3,1.875,3.75,18.0,24.0,3.0563775938793327,1,1.096642548608502,1,2.9920846186234744,1,1
110,1099,1,4,1.875,3.75,24.0,30.0,2.0771022863615913,1,2.0771022863615913,1,,0,0
110,1099,1,5,1.875,3.75,30.0,36.0,2.565802754234184,1,2.083356818291648,1,2.328458076505322,1,1
110,1099,1,6,1.875,3.75,36.0,42.0,,0,,0,,0,0
110,1099,1,7,1.875,3.75,42.0,48.0,1.7811112025623013,1,1.7811112025623013,1,,0,0
110,1099,1,8,1.875,3.75,48.0,54.0,2.0813992465669573,1,2.0813992465669573,1,,0,0
110,1099,1,9,1.875,3.75,54.0,60.0,2.9569092399446943,1,1.8540658483373047,1,2.1313009926017363,1,1
110,1099,1,10,1.875,3.75,60.0,66.0,2.954449795066817,1,1.176958745481272,1,2.951536387827217,1,1
110,1099,1,11,1.875,3.75,66.0,72.0,1.0955653984177975,1,1.0955653984177975,1,,0,0
110,1099,1,12,1.875,3.75,72.0,78.0,1.1294618640572496,1,1.1294618640572496,1,,0,0
110,1099,1,13,1.875,3.75,78.0,84.0,2.953931965053244,1,1.105416297507113,1,2.950371499284654,1,1
110,1099,1,14,1.875,3.75,84.0,90.0,3.359941187500228,1,1.1318195817746481,1,2.9568446281037866,1,1
110,1099,1,15,1.875,3.75,90.0,96.0,2.9587883712065284,1,1.1526310665727921,1,2.956507963406233,1,1
110,1099,1,16,1.875,3.75,96.0,102.0,2.959885670609896,1,1.1143680075049236,1,2.959757949606838,1,1
110,1099,1,17,1.875,3.75,102.0,108.0,2.959870864999398,1,1.145877213216342,1,2.9576842034501922,1,1
110,1099,1,18,1.875,3.75,108.0,114.0,2.959651974786048,1,1.0688339064766301,1,2.9596346169281436,1,1
110,1099,1,19,1.875,3.75,114.0,120.0,2.9618829078754363,1,1.0893276121522988,1,2.9583051131986706,1,1
110,1099,1,20,1.875,3.75,120.0,126.0,2.957756463444438,1,1.11415796957097,1,2.937820911400529,1,1
110,1099,1,21,1.875,3.75,126.0,132.0,3.6230342480007423,1,1.1171102516044373,1,2.932484925569859,1,1
110,1099,1,22,1.875,3.75,132.0,138.0,3.022996443807748,1,1.1125886595400134,1,2.9297380758289404,1,1
110,1099,1,23,1.875,3.75,138.0,144.0,3.4889969013867703,1,1.108066439927886,1,2.9206821340218565,1,1
110,1099,1,24,1.875,3.75,144.0,150.0,3.534161859367983,1,-0.006591586220481375,1,2.9276134566477032,1,1
110,1099,1,25,1.875,3.75,150.0,156.0,3.523327912198006,1,-0.004775402477664747,1,2.921293205950107,1,1
110,1099,1,26,1.875,3.75,156.0,162.0,3.064839301531403,1,0.001374685083090876,1,2.978925318919791,1,1
110,1099,1,27,1.875,3.75,162.0,168.0,5.1911095066730475,1,0.0034296616884785134,1,2.9872792473180443,1,1
110,1099,1,28,1.875,3.75,168.0,174.0,3.0655970951572487,1,0.007820086400520105,1,3.022639586448409,1,1
110,1099,1,29,1.875,3.75,174.0,180.0,3.0439603305603624,1,0.009008566748939767,1,2.9968009986765036,1,1
110,1099,1,30,1.875,3.75,180.0,186.0,3.0465169838088766,1,0.009309698141358489,1,2.9902553804375054,1,1
110,1099,1,31,1.875,3.75,186.0,192.0,4.608761219411655,1,0.014703114723677463,1,2.9888295368394715,1,1
110,1099,1,32,1.875,3.75,192.0,198.0,3.0446102988017287,1,0.016140941951129438,1,2.98369206271268,1,1
110,1099,1,33,1.875,3.75,198.0,204.0,4.088836239188749,1,0.019001397167603556,1,2.971431543560902,1,1
110,1099,1,34,1.875,3.75,204.0,210.0,3.048814235893722,1,0.021169759049033066,1,2.995421403534186,1,1
110,1099,1,35,1.875,3.75,210.0,216.0,0.0272158367447967,1,0.0272158367447967,1,,0,0
110,1099,1,36,1.875,3.75,216.0,222.0,0.03256458312173755,1,0.03256458312173755,1,,0,0
110,1099,1,37,1.875,3.75,222.0,228.0,3.0851007161131823,1,0.028562830032455935,1,3.0639994619373354,1,1
110,1099,1,38,1.875,3.75,228.0,234.0,3.1024794415571453,1,0.02967716523101559,1,3.081020387540919,1,1
110,1099,1,39,1.875,3.75,234.0,240.0,3.565649940947756,1,1.9016928808115112,1,2.2275604816100234,1,1
110,1099,1,40,1.875,3.75,240.0,246.0,3.601040132411787,1,1.8781282506129668,1,2.122315935344037,1,1
110,1099,1,41,1.875,3.75,246.0,252.0,3.803655299492654,1,2.0649589755939264,1,2.341420117906323,1,1
110,1099,1,42,1.875,3.75,252.0,258.0,4.1508093973522895,1,2.0720624005046164,1,2.3971107424127394,1,1
110,1099,1,43,1.875,3.75,258.0,264.0,4.530413524226233,1,0.03466164100297653,1,3.0217564323649118,1,1
110,1099,1,44,1.875,3.75,264.0,270.0,5.280052871121064,1,,0,3.0200250515033193,1,0
110,1099,1,45,1.875,3.75,270.0,276.0,4.1693283268389525,1,,0,3.018844808605484,1,0
110,1099,1,46,1.875,3.75,276.0,282.0,4.171321829114049,1,,0,2.9911585865228227,1,0
110,1099,1,47,1.875,3.75,282.0,288.0,4.176992565029899,1,0.03364616079934951,1,3.0325479559788575,1,1
110,1099,1,48,1.875,3.75,288.0,294.0,4.684574784328305,1,0.03620773264818404,1,2.999506801713929,1,1
110,1099,1,49,1.875,3.75,294.0,300.0,4.684882810131787,1,0.0389864476939107,1,3.043600134040758,1,1
110,1099,1,50,1.875,3.75,300.0,306.0,5.252419596001506,1,0.039079712788777726,1,2.999926274776273,1,1
110,1099,1,51,1.875,3.75,306.0,312.0,4.117918022219705,1,0.03812138022859865,1,3.037458396590364,1,1
110,1099,1,52,1.875,3.75,312.0,318.0,3.0805933001590646,1,0.035429194962614784,1,3.0316904103506843,1,1
110,1099,1,53,1.875,3.75,318.0,324.0,3.079165815017629,1,0.043956108851730936,1,3.0361356470584315,1,1
110,1099,1,54,1.875,3.75,324.0,330.0,3.0724115558327187,1,0.03554290191836638,1,3.0367255750561277,1,1
110,1099,1,55,1.875,3.75,330.0,336.0,3.0749926814088004,1,0.03269992813454844,1,3.03244145909215,1,1
110,1099,1,56,1.875,3.75,336.0,342.0,3.8747663654242803,1,0.029790367781239762,1,3.0312906358462253,1,1
110,1099,1,57,1.875,3.75,342.0,348.0,3.0678217459524704,1,0.03475858345443903,1,3.0148895846924324,1,1
110,1099,1,58,1.875,3.75,348.0,354.0,3.079236025800587,1,0.032556750144776526,1,3.03578624959234,1,1
110,1099,1,59,1.875,3.75,354.0,360.0,3.055772101872324,1,0.02728560517555792,1,2.997353727868213,1,1
110,1099,2,0,3.75,5.625,0.0,6.0,3.08802689494382,1,0.038609127387367013,1,2.9959980853820833,1,1
110,1099,2,1,3.75,5.625,6.0,12.0,3.0888824867346223,1,0.0345010911440774,1,2.995239775885025,1,1
110,1099,2,2,3.75,5.625,12.0,18.0,3.079762528862744,1,0.029621999119209583,1,2.98091304267414,1,1
110,1099,2,3,3.75,5.625,18.0,24.0,3.0792730907335764,1,0.029455624122543687,1,2.9539039906029565,1,1
110,1099,2,4,3.75,5.625,24.0,30.0,,0,,0,,0,0
110,1099,2,5,3.75,5.625,30.0,36.0,,0,,0,,0,0
110,1099,2,6,3.75,5.625,36.0,42.0,,0,,0,,0,0
110,1099,2,7,3.75,5.625,42.0,48.0,,0,,0,,0,0
110,1099,2,8,3.75,5.625,48.0,54.0,,0,,0,,0,0
110,1099,2,9,3.75,5.625,54.0,60.0,,0,,0,,0,0
110,1099,2,10,3.75,5.625,60.0,66.0,,0,,0,,0,0
110,1099,2,11,3.75,5.625,66.0,72.0,,0,,0,,0,0
110,1099,2,12,3.75,5.625,72.0,78.0,,0,,0,,0,0
110,1099,2,13,3.75,5.625,78.0,84.0,0.9705079555599833,1,0.9705079555599833,1,,0,0
110,1099,2,14,3.75,5.625,84.0,90.0,0.7898251645916136,1,0.7898251645916136,1,,0,0
110,1099,2,15,3.75,5.625,90.0,96.0,0.6105924293121154,1,0.6105924293121154,1,,0,0
110,1099,2,16,3.75,5.625,96.0,102.0,1.2198949032207806,1,1.2198949032207806,1,,0,0
110,1099,2,17,3.75,5.625,102.0,108.0,0.831153020339492,1,0.831153020339492,1,,0,0
110,1099,2,18,3.75,5.625,108.0,114.0,0.6069617192280714,1,0.6069617192280714,1,,0,0
110,1099,2,19,3.75,5.625,114.0,120.0,1.0438886765098272,1,1.0438886765098272,1,,0,0
110,1099,2,20,3.75,5.625,120.0,126.0,2.5187092529178194,1,1.969589173200243,1,2.1497898873341046,1,1
110,1099,2,21,3.75,5.625,126.0,132.0,3.103884067747353,1,2.0983563731587256,1,3.103884067747353,1,1
110,1099,2,22,3.75,5.625,132.0,138.0,2.16392095062131,1,1.9260374942218668,1,2.16392095062131,1,1
110,1099,2,23,3.75,5.625,138.0,144.0,,0,,0,,0,0
110,1099,2,24,3.75,5.625,144.0,150.0,2.9776121847848476,1,1.116054149677223,1,2.965969682742457,1,1
110,1099,2,25,3.75,5.625,150.0,156.0,3.006192264667368,1,1.1287638985616546,1,2.937722174440485,1,1
110,1099,2,26,3.75,5.625,156.0,162.0,3.0298588520274863,1,1.0059032136607415,1,2.914892803893597,1,1
110,1099,2,27,3.75,5.625,162.0,168.0,3.055846600854763,1,1.334347553293567,1,2.8987073022550893,1,1
110,1099,2,28,3.75,5.625,168.0,174.0,3.057756559443294,1,2.0890520437079334,1,2.1532481112747,1,1
110,1099,2,29,3.75,5.625,174.0,180.0,3.058964791723509,1,1.1369643041552826,1,2.9733338883052487,1,1
110,1099,2,30,3.75,5.625,180.0,186.0,3.06218864912791,1,1.534023526342978,1,2.9697114877902093,1,1
110,1099,2,31,3.75,5.625,186.0,192.0,3.065906417903497,1,0.019055698445657836,1,2.9719957480915222,1,1
110,1099,2,32,3.75,5.625,192.0,198.0,3.0641731316312995,1,0.025894203782449967,1,2.9722363153576206,1,1
110,1099,2,33,3.75,5.625,198.0,204.0,3.065854052537965,1,0.026094050871580003,1,2.980857418439337,1,1
110,1099,2,34,3.75,5.625,204.0,210.0,3.078971235081274,1,0.03231461696345722,1,2.9817599117466966,1,1
110,1099,2,35,3.75,5.625,210.0,216.0,3.0983916646162863,1,1.0686744997459652,1,2.4158277474208396,1,1
110,1099,2,36,3.75,5.625,216.0,222.0,3.145521828459132,1,2.0924165379612045,1,2.144356846420116,1,1
110,1099,2,37,3.75,5.625,222.0,228.0,3.12400623160814,1,2.0907666444601665,1,2.1991013943314353,1,1
110,1099,2,38,3.75,5.625,228.0,234.0,3.255853630431693,1,1.9308986641936765,1,2.2115719205765916,1,1
110,1099,2,39,3.75,5.625,234.0,240.0,3.5432850439838823,1,1.8912341769058254,1,2.219393790789237,1,1
110,1099,2,40,3.75,5.625,240.0,246.0,,0,,0,,0,0
110,1099,2,41,3.75,5.625,246.0,252.0,,0,,0,,0,0
110,1099,2,42,3.75,5.625,252.0,258.0,4.412707522831739,1,1.9032506603576393,1,2.7139916693017745,1,1
110,1099,2,43,3.75,5.625,258.0,264.0,5.275372603468863,1,2.0841586149069844,1,2.480368644492989,1,1
110,1099,2,44,3.75,5.625,264.0,270.0,5.278474329866604,1,0.05372484683628473,1,3.0379764839873613,1,1
110,1099,2,45,3.75,5.625,270.0,276.0,4.196156941995674,1,,0,3.0406415809502914,1,0
110,1099,2,46,3.75,5.625,276.0,282.0,4.187026552688785,1,0.04298569278746281,1,3.0492104268362175,1,1
110,1099,2,47,3.75,5.625,282.0,288.0,4.626751677519668,1,2.0493427096829535,1,2.40531453843225,1,1
110,1099,2,48,3.75,5.625,288.0,294.0,5.1470574447159,1,2.0948802584615756,1,2.1069667147858397,1,1
110,1099,2,49,3.75,5.625,294.0,300.0,4.463491796970205,1,2.070969406938028,1,2.137138661678161,1,1
110,1099,2,50,3.75,5.625,300.0,306.0,4.5788413379958275,1,0.8926948885836072,1,2.189395941449296,1,1
110,1099,2,51,3.75,5.625,306.0,312.0,4.501907935697426,1,0.9310286429290888,1,2.1979516335151463,1,1
110,1099,2,52,3.75,5.625,312.0,318.0,5.290161434011648,1,0.8998996280977687,1,2.186696597588873,1,1
110,1099,2,53,3.75,5.625,318.0,324.0,3.1011578530762782,1,0.8663406960156994,1,3.046724074787176,1,1
110,1099,2,54,3.75,5.625,324.0,330.0,3.0971498110450693,1,0.05900766988334939,1,3.050607094571122,1,1
110,1099,2,55,3.75,5.625,330.0,336.0,3.0847314697381525,1,0.05648498168143576,1,3.050302064837501,1,1
110,1099,2,56,3.75,5.625,336.0,342.0,3.078198992621649,1,0.056316506350865395,1,3.0263785638637053,1,1
110,1099,2,57,3.75,5.625,342.0,348.0,3.928513059742403,1,0.04696880064658837,1,3.026434310721502,1,1
110,1099,2,58,3.75,5.625,348.0,354.0,3.081520819478678,1,0.04183960788904078,1,2.9838220889877793,1,1
110,1099,2,59,3.75,5.625,354.0,360.0,3.0862915255745667,1,0.03861798476310015,1,3.0326281591296316,1,1
110,1099,3,0,5.625,7.5,0.0,6.0,3.089492480024589,1,,0,2.9906796581717385,1,0
110,1099,3,1,5.625,7.5,6.0,12.0,3.089701190050519,1,,0,2.9857177865209894,1,0
110,1099,3,2,5.625,7.5,12.0,18.0,3.1334889683813465,1,,0,2.9030715019313997,1,0
110,1099,3,3,5.625,7.5,18.0,24.0,3.0187401679443684,1,1.237021228885146,1,2.9739932227596095,1,1
110,1099,3,4,5.625,7.5,24.0,30.0,,0,,0,,0,0
110,1099,3,5,5.625,7.5,30.0,36.0,,0,,0,,0,0
110,1099,3,6,5.625,7.5,36.0,42.0,,0,,0,,0,0
110,1099,3,7,5.625,7.5,42.0,48.0,,0,,0,,0,0
110,1099,3,8,5.625,7.5,48.0,54.0,,0,,0,,0,0
110,1099,3,9,5.625,7.5,54.0,60.0,,0,,0,,0,0
110,1099,3,10,5.625,7.5,60.0,66.0,,0,,0,,0,0
110,1099,3,11,5.625,7.5,66.0,72.0,,0,,0,,0,0
110,1099,3,12,5.625,7.5,72.0,78.0,,0,,0,,0,0
110,1099,3,13,5.625,7.5,78.0,84.0,8.998069042222397,1,,0,8.998069042222397,1,0
110,1099,3,14,5.625,7.5,84.0,90.0,9.033594421510536,1,,0,8.983674375005013,1,0
110,1099,3,15,5.625,7.5,90.0,96.0,9.034927287424651,1,,0,8.972208029113109,1,0
110,1099,3,16,5.625,7.5,96.0,102.0,8.97746241325688,1,,0,8.956309845492859,1,0
110,1099,3,17,5.625,7.5,102.0,108.0,8.979699690430618,1,,0,8.959316050214902,1,0
110,1099,3,18,5.625,7.5,108.0,114.0,,0,,0,,0,0
110,1099,3,19,5.625,7.5,114.0,120.0,,0,,0,,0,0
110,1099,3,20,5.625,7.5,120.0,126.0,2.8145402448711043,1,,0,2.8145402448711043,1,0
110,1099,3,21,5.625,7.5,126.0,132.0,3.0804058882232117,1,,0,3.0804058882232117,1,0
110,1099,3,22,5.625,7.5,132.0,138.0,3.041793711755661,1,2.0615488763843746,1,2.1247074313212932,1,1
110,1099,3,23,5.625,7.5,138.0,144.0,3.6553045398888373,1,2.096738880212152,1,2.130724100774792,1,1
110,1099,3,24,5.625,7.5,144.0,150.0,4.308595928447253,1,2.0960917505726555,1,2.101242625231258,1,1
110,1099,3,25,5.625,7.5,150.0,156.0,,0,,0,,0,0
110,1099,3,26,5.625,7.5,156.0,162.0,2.956402189641474,1,1.9704054780330031,1,2.1037790251791724,1,1
110,1099,3,27,5.625,7.5,162.0,168.0,2.8744203381021722,1,2.077200638503146,1,2.1184236887481145,1,1
110,1099,3,28,5.625,7.5,168.0,174.0,3.0529696625951788,1,2.039833980280857,1,2.109970339557994,1,1
110,1099,3,29,5.625,7.5,174.0,180.0,3.0562860161658065,1,,0,2.9537745051764546,1,0
110,1099,3,30,5.625,7.5,180.0,186.0,3.0579979715839687,1,,0,2.9584995831901666,1,0
110,1099,3,31,5.625,7.5,186.0,192.0,3.0647694450448935,1,,0,2.958428739833607,1,0
110,1099,3,32,5.625,7.5,192.0,198.0,4.174692766509228,1,,0,2.9726603364300663,1,0
110,1099,3,33,5.625,7.5,198.0,204.0,3.073401210177137,1,0.04099081750429204,1,2.9723284299684636,1,1
110,1099,3,34,5.625,7.5,204.0,210.0,3.1744105633158672,1,2.0686582963236004,1,2.1181900114154844,1,1
110,1099,3,35,5.625,7.5,210.0,216.0,3.1616907357938335,1,1.1451546622803983,1,2.3518922247751073,1,1
110,1099,3,36,5.625,7.5,216.0,222.0,,0,,0,,0,0
110,1099,3,37,5.625,7.5,222.0,228.0,,0,,0,,0,0
110,1099,3,38,5.625,7.5,228.0,234.0,,0,,0,,0,0
110,1099,3,39,5.625,7.5,234.0,240.0,,0,,0,,0,0
110,1099,3,40,5.625,7.5,240.0,246.0,,0,,0,,0,0
110,1099,3,41,5.625,7.5,246.0,252.0,,0,,0,,0,0
110,1099,3,42,5.625,7.5,252.0,258.0,0.17744888647992169,1,0.17744888647992169,1,,0,0
110,1099,3,43,5.625,7.5,258.0,264.0,5.305586467131694,1,1.8608776800253117,1,2.1027120411204354,1,1
110,1099,3,44,5.625,7.5,264.0,270.0,5.291827669215678,1,0.05462957688010917,1,3.0684002519990163,1,1
110,1099,3,45,5.625,7.5,270.0,276.0,4.187392396291048,1,0.05529150030050238,1,3.0667109197746436,1,1
110,1099,3,46,5.625,7.5,276.0,282.0,4.206950395318763,1,0.05120800804658333,1,3.074919066863637,1,1
110,1099,3,47,5.625,7.5,282.0,288.0,5.3024143550835605,1,2.003588861565838,1,2.1068139442364497,1,1
110,1099,3,48,5.625,7.5,288.0,294.0,4.5556745079469,1,,0,3.903477107645335,1,0
110,1099,3,49,5.625,7.5,294.0,300.0,4.23810762657144,1,1.894154951972401,1,2.1142101527294277,1,1
110,1099,3,50,5.625,7.5,300.0,306.0,3.1252844119250582,1,2.088270230118033,1,2.114659992130384,1,1
110,1099,3,51,5.625,7.5,306.0,312.0,3.114401929418163,1,2.079181723781072,1,2.1204736922504552,1,1
110,1099,3,52,5.625,7.5,312.0,318.0,3.1133022495734695,1,1.8728089728230095,1,2.106413246463098,1,1
110,1099,3,53,5.625,7.5,318.0,324.0,3.1227339652409043,1,2.088553976874974,1,2.1061255233303986,1,1
110,1099,3,54,5.625,7.5,324.0,330.0,3.118284642089991,1,0.9708276118694222,1,2.1667816255399037,1,1
110,1099,3,55,5.625,7.5,330.0,336.0,3.1150602334461985,1,0.5247120460843085,1,3.032210209079638,1,1
110,1099,3,56,5.625,7.5,336.0,342.0,3.1178459067254165,1,,0,3.016166205909629,1,0
110,1099,3,57,5.625,7.5,342.0,348.0,3.1129809378223934,1,,0,3.011891525148748,1,0
110,1099,3,58,5.625,7.5,348.0,354.0,3.87080593389454,1,,0,3.0056488739979574,1,0
110,1099,3,59,5.625,7.5,354.0,360.0,3.088978865486069,1,,0,2.999958491719323,1,0
110,1099,4,0,7.5,9.375,0.0,6.0,3.1088532389318675,1,1.9111274387804749,1,2.9747963652079625,1,1
110,1099,4,1,7.5,9.375,6.0,12.0,3.109294003766763,1,1.8543779007949923,1,2.126470814783159,1,1
110,1099,4,2,7.5,9.375,12.0,18.0,3.059216817974952,1,2.0807348686056573,1,2.110255962631612,1,1
110,1099,4,3,7.5,9.375,18.0,24.0,3.3547648015230265,1,1.1909172766619476,1,3.0480937747246992,1,1
110,1099,4,4,7.5,9.375,24.0,30.0,,0,,0,,0,0
110,1099,4,5,7.5,9.375,30.0,36.0,,0,,0,,0,0
110,1099,4,6,7.5,9.375,36.0,42.0,,0,,0,,0,0
110,1099,4,7,7.5,9.375,42.0,48.0,,0,,0,,0,0
110,1099,4,8,7.5,9.375,48.0,54.0,,0,,0,,0,0
110,1099,4,9,7.5,9.375,54.0,60.0,,0,,0,,0,0
110,1099,4,10,7.5,9.375,60.0,66.0,,0,,0,,0,0
110,1099,4,11,7.5,9.375,66.0,72.0,9.03025488585867,1,,0,9.01649026697614,1,0
110,1099,4,12,7.5,9.375,72.0,78.0,9.019089460731522,1,,0,8.91376600218924,1,0
110,1099,4,13,7.5,9.375,78.0,84.0,9.025286663200422,1,,0,8.914459403951318,1,0
110,1099,4,14,7.5,9.375,84.0,90.0,9.04701496246358,1,,0,8.90929491006164,1,0
110,1099,4,15,7.5,9.375,90.0,96.0,9.025886882930044,1,,0,8.928154747369192,1,0
110,1099,4,16,7.5,9.375,96.0,102.0,9.003169865826889,1,,0,8.930898634466296,1,0
110,1099,4,17,7.5,9.375,102.0,108.0,8.989633458448239,1,,0,8.928823021212128,1,0
110,1099,4,18,7.5,9.375,108.0,114.0,9.004030027499802,1,,0,8.911582577455741,1,0
110,1099,4,19,7.5,9.375,114.0,120.0,9.11079737230341,1,,0,8.91149246651511,1,0
110,1099,4,20,7.5,9.375,120.0,126.0,,0,,0,,0,0
110,1099,4,21,7.5,9.375,126.0,132.0,,0,,0,,0,0
110,1099,4,22,7.5,9.375,132.0,138.0,,0,,0,,0,0
