panel,dataset,condition,metric,value,x,y,stamp
gravity,IH,Native,R@1,69.062500000,,,
gravity,IH,Native,R@5,86.875000000,,,
gravity,IH,+G,R@1,69.375000000,,,
gravity,IH,+G,R@5,86.875000000,,,
gravity,CH,Native,R@1,51.351351351,,,
gravity,CH,Native,R@5,70.270270270,,,
gravity,CH,+G,R@1,64.189189189,,,
gravity,CH,+G,R@5,87.162162162,,,
split,IH,Fixed 2.5 m,R@1,68.437500000,,,
split,IH,Fixed 2.5 m,R@5,87.187500000,,,
split,IH,Adaptive,R@1,69.375000000,,,
split,IH,Adaptive,R@5,86.875000000,,,
split,CH,Fixed 2.5 m,R@1,64.189189189,,,
split,CH,Fixed 2.5 m,R@5,86.486486486,,,
split,CH,Adaptive,R@1,64.189189189,,,
split,CH,Adaptive,R@5,87.162162162,,,
split,H1→H2,Fixed 2.5 m,R@1,48.275862069,,,
split,H1→H2,Fixed 2.5 m,R@5,68.965517241,,,
split,H1→H2,Adaptive,R@1,48.275862069,,,
split,H1→H2,Adaptive,R@5,70.689655172,,,
split,H1→V1,Fixed 2.5 m,R@1,54.385964912,,,
split,H1→V1,Fixed 2.5 m,R@5,80.701754386,,,
split,H1→V1,Adaptive,R@1,54.385964912,,,
split,H1→V1,Adaptive,R@5,82.456140351,,,
trajectory,,localized,,,-22.889630225,3.916833163,1764590399.981213331
trajectory,,localized,,,-23.180720709,3.743220474,1764590400.290733337
trajectory,,localized,,,-23.526573647,3.552821876,1764590400.594395161
trajectory,,localized,,,-23.858720264,3.314004375,1764590400.898017168
trajectory,,localized,,,-24.092126611,3.089044105,1764590401.207260847
trajectory,,localized,,,-24.320328524,2.837231820,1764590401.510774374
trajectory,,localized,,,-24.607050328,2.583269857,1764590401.814930916
trajectory,,localized,,,-24.760857420,2.344827004,1764590402.124841213
trajectory,,localized,,,-24.759893821,2.196439218,1764590402.428329706
trajectory,,localized,,,-24.723902409,2.070814230,1764590402.732431650
trajectory,,localized,,,-24.562887589,2.124729576,1764590403.036346197
trajectory,,localized,,,-24.421715680,2.173222931,1764590403.345676899
trajectory,,localized,,,-24.374559149,2.186098260,1764590403.649264574
trajectory,,localized,,,-24.371461812,2.193966371,1764590403.953361511
trajectory,,localized,,,-24.375808284,2.183155373,1764590404.262198210
trajectory,,localized,,,-24.366362812,2.184735394,1764590404.565895081
trajectory,,localized,,,-24.355713200,2.185550702,1764590404.869640589
trajectory,,localized,,,-24.359022376,2.193144204,1764590405.180274725
trajectory,,localized,,,-24.350312952,2.193755490,1764590405.484129906
trajectory,,localized,,,-24.351791147,2.198649594,1764590405.787969589
trajectory,,localized,,,-24.358398954,2.197933087,1764590406.097797871
trajectory,,localized,,,-24.348908973,2.191506156,1764590406.401638508
trajectory,,localized,,,-24.350483738,2.195841461,1764590406.705478668
trajectory,,localized,,,-24.347669226,2.194435370,1764590407.009318590
trajectory,,localized,,,-24.351882506,2.198472846,1764590407.319578886
trajectory,,localized,,,-24.351146500,2.196459357,1764590407.623419046
trajectory,,localized,,,-24.351074508,2.196795882,1764590407.927268982
trajectory,,localized,,,-24.353436711,2.194044366,1764590408.236601591
trajectory,,localized,,,-24.352596075,2.193417986,1764590408.540302992
trajectory,,localized,,,-24.350983788,2.192865952,1764590408.844034195
trajectory,,localized,,,-24.353354446,2.196412456,1764590409.147319555
trajectory,,localized,,,-24.352735455,2.194500059,1764590409.451041222
trajectory,,localized,,,-24.354083262,2.194746751,1764590409.755306721
trajectory,,localized,,,-24.354105774,2.196316747,1764590410.064758062
trajectory,,localized,,,-24.352564062,2.195569073,1764590410.362209558
trajectory,,localized,,,-24.348644213,2.195467763,1764590410.665930986
trajectory,,localized,,,-24.358553861,2.194578739,1764590410.965199947
trajectory,,localized,,,-24.357229139,2.199395428,1764590411.268052578
trajectory,,localized,,,-24.358982280,2.192333820,1764590411.572322845
trajectory,,localized,,,-24.348406779,2.194916154,1764590411.875475168
trajectory,,localized,,,-24.352228930,2.194513037,1764590412.179213762
trajectory,,localized,,,-24.360191770,2.195469677,1764590412.482935190
trajectory,,localized,,,-24.357099182,2.196480836,1764590412.786676168
trajectory,,localized,,,-24.358963666,2.193434913,1764590413.096581697
trajectory,,localized,,,-24.357216722,2.192625626,1764590413.431611538
trajectory,,localized,,,-24.358703918,2.193814402,1764590413.735372305
trajectory,,localized,,,-24.354619493,2.198198537,1764590414.039093733
trajectory,,localized,,,-24.356222667,2.199873365,1764590414.349605799
trajectory,,localized,,,-24.360126965,2.196191091,1764590414.653445721
trajectory,,localized,,,-24.355868262,2.190255554,1764590414.957285881
trajectory,,localized,,,-24.353597315,2.196071049,1764590415.267069578
trajectory,,localized,,,-24.354688396,2.193725104,1764590415.570909739
trajectory,,localized,,,-24.359670669,2.194252040,1764590415.874749899
trajectory,,localized,,,-24.356198553,2.191048261,1764590416.184514046
trajectory,,localized,,,-24.359352522,2.194418229,1764590416.488354206
trajectory,,localized,,,-24.352927708,2.192720187,1764590416.792075634
trajectory,,localized,,,-24.352646994,2.196954681,1764590417.101975203
trajectory,,localized,,,-24.355164646,2.193299786,1764590417.405381203
trajectory,,localized,,,-24.356297492,2.190022485,1764590417.709023237
trajectory,,localized,,,-24.361947333,2.194777017,1764590418.013140202
trajectory,,localized,,,-24.356979519,2.197096815,1764590418.323255301
trajectory,,localized,,,-24.356317000,2.194568580,1764590418.627095222
trajectory,,localized,,,-24.356697963,2.194605516,1764590418.930935144
trajectory,,localized,,,-24.355816148,2.192450534,1764590419.240278244
trajectory,,localized,,,-24.356697974,2.197616308,1764590419.544533968
trajectory,,localized,,,-24.392172539,2.235924093,1764590419.847587347
trajectory,,localized,,,-24.436162642,2.242245133,1764590420.158110142
trajectory,,localized,,,-24.464736220,2.151378016,1764590420.461974859
trajectory,,localized,,,-24.442656727,2.022608072,1764590420.765815020
trajectory,,localized,,,-24.408553236,1.876185629,1764590421.075112820
trajectory,,localized,,,-24.307810015,1.613547760,1764590421.373599529
trajectory,,localized,,,-24.135764243,1.335116370,1764590421.677261353
trajectory,,localized,,,-23.925139598,1.070391552,1764590421.981932402
trajectory,,localized,,,-23.640887628,0.716611127,1764590422.290245771
trajectory,,localized,,,-23.296176120,0.341337067,1764590422.599468231
trajectory,,localized,,,-23.042300805,0.070394409,1764590422.891890526
trajectory,,localized,,,-22.732551154,-0.231754705,1764590423.212677479
trajectory,,localized,,,-22.331728048,-0.550333208,1764590423.516275167
trajectory,,localized,,,-21.969857941,-0.757037558,1764590423.797655821
trajectory,,localized,,,-21.614982478,-0.979638246,1764590424.129864693
trajectory,,localized,,,-21.286365302,-1.244059765,1764590424.433211327
trajectory,,localized,,,-20.905054284,-1.536157224,1764590424.737560987
trajectory,,localized,,,-20.622976919,-1.768389237,1764590425.041410446
trajectory,,localized,,,-20.384780410,-2.037361193,1764590425.350996017
trajectory,,localized,,,-20.050866465,-2.378260143,1764590425.654588699
trajectory,,localized,,,-19.713343766,-2.646542276,1764590425.958280563
trajectory,,localized,,,-19.423848304,-2.887542542,1764590426.268956661
trajectory,,localized,,,-19.118168084,-3.173373474,1764590426.572717667
trajectory,,localized,,,-18.741486930,-3.471707021,1764590426.876636744
trajectory,,localized,,,-18.450639523,-3.711430946,1764590427.185789585
trajectory,,localized,,,-18.176373075,-3.992576931,1764590427.489135027
trajectory,,localized,,,-17.860731558,-4.322630698,1764590427.794716358
trajectory,,localized,,,-17.564667329,-4.613872565,1764590428.104959011
trajectory,,localized,,,-17.306630155,-4.868647657,1764590428.408797503
trajectory,,localized,,,-17.013145733,-5.157932833,1764590428.712637663
trajectory,,localized,,,-16.670753097,-5.441233152,1764590429.016477585
trajectory,,localized,,,-16.346029003,-5.652605994,1764590429.326727390
trajectory,,localized,,,-16.067560268,-5.894396137,1764590429.630567312
trajectory,,localized,,,-15.778075804,-6.168857467,1764590429.934402466
trajectory,,localized,,,-15.456955540,-6.419496440,1764590430.244246721
trajectory,,localized,,,-15.170975836,-6.646024547,1764590430.548042297
trajectory,,localized,,,-14.916387804,-6.887933363,1764590430.851823092
trajectory,,localized,,,-14.607566735,-7.191062063,1764590431.160366774
trajectory,,localized,,,-14.313413016,-7.406749958,1764590431.464553118
trajectory,,localized,,,-14.046828885,-7.635100259,1764590431.768274546
trajectory,,localized,,,-13.727700668,-7.905118092,1764590432.077603102
trajectory,,localized,,,-13.387043342,-8.168576614,1764590432.380001783
trajectory,,localized,,,-13.101923133,-8.400876486,1764590432.683787346
trajectory,,localized,,,-12.791732292,-8.680039396,1764590432.988443613
trajectory,,localized,,,-12.439789649,-8.982250598,1764590433.296935320
trajectory,,localized,,,-12.118168921,-9.213579512,1764590433.600844622
trajectory,,localized,,,-11.841602407,-9.447101057,1764590433.904645205
trajectory,,localized,,,-11.553909138,-9.700474741,1764590434.213944435
trajectory,,localized,,,-11.239877991,-9.937659524,1764590434.517616272
trajectory,,localized,,,-10.962672396,-10.159390619,1764590434.821485996
trajectory,,localized,,,-10.713003466,-10.412061952,1764590435.131629467
trajectory,,localized,,,-10.410687928,-10.692088459,1764590435.434714794
trajectory,,localized,,,-10.135374585,-10.964356623,1764590435.741864204
trajectory,,localized,,,-9.900855854,-11.257643766,1764590436.045842886
trajectory,,localized,,,-9.673818165,-11.595970892,1764590436.356467247
trajectory,,localized,,,-9.437774096,-11.926511988,1764590436.660307407
trajectory,,localized,,,-9.242346975,-12.245162714,1764590436.964147568
trajectory,,localized,,,-9.055123979,-12.566324708,1764590437.273888350
trajectory,,localized,,,-8.826952809,-12.939887763,1764590437.577728510
trajectory,,localized,,,-8.675664982,-13.287398395,1764590437.881568432
trajectory,,localized,,,-8.553095833,-13.629566847,1764590438.191323996
trajectory,,localized,,,-8.488562578,-14.049930148,1764590438.495099545
trajectory,,localized,,,-8.437443645,-14.434661759,1764590438.798721790
trajectory,,localized,,,-8.401371607,-14.773804357,1764590439.108630896
trajectory,,localized,,,-8.399688182,-15.130099818,1764590439.412660122
trajectory,,localized,,,-8.397578283,-15.525879409,1764590439.715174437
trajectory,,localized,,,-8.347950088,-15.866476610,1764590440.020340204
trajectory,,localized,,,-8.298002974,-16.215398249,1764590440.330610514
trajectory,,localized,,,-8.184093767,-16.587323358,1764590440.634450674
trajectory,,localized,,,-7.978476985,-16.938162904,1764590440.938290596
trajectory,,localized,,,-7.759372608,-17.193462788,1764590441.248576880
trajectory,,localized,,,-7.553088813,-17.449034558,1764590441.552416801
trajectory,,localized,,,-7.413657618,-17.591837075,1764590441.856256962
trajectory,,localized,,,-7.335491560,-17.619188830,1764590442.166037560
trajectory,,localized,,,-7.272362038,-17.550935895,1764590442.469773769
trajectory,,localized,,,-7.210660010,-17.410455638,1764590442.773435593
trajectory,,localized,,,-7.146014061,-17.331955355,1764590443.083431005
trajectory,,localized,,,-7.095760849,-17.288715691,1764590443.386930227
trajectory,,localized,,,-7.069406350,-17.292303213,1764590443.690671206
trajectory,,localized,,,-7.065719877,-17.288346464,1764590443.994966269
trajectory,,localized,,,-7.072364815,-17.284782132,1764590444.303074360
trajectory,,localized,,,-7.059527277,-17.290873076,1764590444.606810570
trajectory,,localized,,,-7.050396087,-17.294631495,1764590444.910526752
trajectory,,localized,,,-7.054209653,-17.289506544,1764590445.219938278
trajectory,,localized,,,-7.053828990,-17.286196872,1764590445.523709297
trajectory,,localized,,,-7.054665851,-17.290506537,1764590445.827450514
trajectory,,localized,,,-7.052426780,-17.292732545,1764590446.137550831
trajectory,,localized,,,-7.053304953,-17.292903359,1764590446.440671921
trajectory,,localized,,,-7.048952933,-17.292297177,1764590446.744432926
trajectory,,localized,,,-7.050599300,-17.292759383,1764590447.048649073
trajectory,,localized,,,-7.053349628,-17.294120550,1764590447.360481501
trajectory,,localized,,,-7.049940719,-17.294890863,1764590447.664207697
trajectory,,localized,,,-7.052738940,-17.294721232,1764590447.968359232
trajectory,,localized,,,-7.053635944,-17.289375980,1764590448.278261662
trajectory,,localized,,,-7.053515755,-17.286608209,1764590448.582106590
trajectory,,localized,,,-7.052216601,-17.289264579,1764590448.885946512
trajectory,,localized,,,-7.053436565,-17.294380682,1764590449.195764542
trajectory,,localized,,,-7.050629039,-17.292940216,1764590449.499614477
trajectory,,localized,,,-7.055014006,-17.289690605,1764590449.803454399
trajectory,,localized,,,-7.053492839,-17.287930810,1764590450.113710165
trajectory,,localized,,,-7.052336428,-17.288862469,1764590450.417557716
trajectory,,localized,,,-7.050581682,-17.291212512,1764590450.721259117
trajectory,,localized,,,-7.052920815,-17.289217382,1764590451.025039911
trajectory,,localized,,,-7.050542232,-17.289570506,1764590451.335471392
trajectory,,localized,,,-7.048924152,-17.289185459,1764590451.639306307
trajectory,,localized,,,-7.057694608,-17.291187891,1764590451.943156004
trajectory,,localized,,,-7.060103164,-17.302146705,1764590452.253394365
trajectory,,localized,,,-7.049968890,-17.304650031,1764590452.557234287
trajectory,,localized,,,-7.045379045,-17.297897359,1764590452.861074209
trajectory,,localized,,,-7.051254382,-17.298837428,1764590453.170838594
trajectory,,localized,,,-7.050954544,-17.293713681,1764590453.474693298
trajectory,,localized,,,-7.048580649,-17.295442745,1764590453.778533220
trajectory,,localized,,,-7.046333978,-17.298425989,1764590454.088276625
trajectory,,localized,,,-7.049480702,-17.295833870,1764590454.392114401
trajectory,,localized,,,-7.050471813,-17.292082519,1764590454.695855618
trajectory,,localized,,,-7.054180577,-17.291087727,1764590454.999725103
trajectory,,localized,,,-7.051033329,-17.288354590,1764590455.309557915
trajectory,,localized,,,-7.053059281,-17.289617511,1764590455.613279343
trajectory,,localized,,,-7.046944877,-17.289641699,1764590455.917020321
trajectory,,localized,,,-7.047265081,-17.291711040,1764590456.226186752
trajectory,,localized,,,-7.052487790,-17.295485335,1764590456.529818773
trajectory,,localized,,,-7.049550276,-17.302345340,1764590456.832629919
trajectory,,localized,,,-7.055329228,-17.307453646,1764590457.143006563
trajectory,,localized,,,-7.059632077,-17.299683050,1764590457.445804358
trajectory,,localized,,,-7.058539570,-17.284895402,1764590457.749149799
trajectory,,localized,,,-7.046162674,-17.291145454,1764590458.059144497
trajectory,,localized,,,-7.046366689,-17.291582818,1764590458.366399765
trajectory,,localized,,,-7.051039308,-17.291536481,1764590458.670125961
trajectory,,localized,,,-7.052358164,-17.288316866,1764590458.974000454
trajectory,,localized,,,-7.051927696,-17.292131431,1764590459.284673929
trajectory,,localized,,,-7.051000006,-17.289403558,1764590459.588514090
trajectory,,localized,,,-7.052880969,-17.291725662,1764590459.892354250
trajectory,,localized,,,-7.053050789,-17.289108678,1764590460.202483177
trajectory,,localized,,,-7.053670891,-17.291217917,1764590460.506456614
trajectory,,localized,,,-7.055101249,-17.288850305,1764590460.810292006
trajectory,,localized,,,-7.050386306,-17.290168705,1764590461.120537281
trajectory,,localized,,,-7.058950538,-17.312736455,1764590461.423889160
trajectory,,localized,,,-7.090098564,-17.352741066,1764590461.727689505
trajectory,,localized,,,-7.142840354,-17.352696818,1764590462.031549215
trajectory,,localized,,,-7.180096813,-17.306937251,1764590462.342316866
trajectory,,localized,,,-7.177524919,-17.292369070,1764590462.646157026
trajectory,,localized,,,-7.015667248,-17.260988934,1764590462.949853659
trajectory,,localized,,,-6.751860130,-17.172739574,1764590463.260214567
trajectory,,localized,,,-6.503265863,-17.033248278,1764590463.564054728
trajectory,,localized,,,-6.215872805,-16.903209331,1764590463.867894411
trajectory,,localized,,,-5.923028647,-16.789576254,1764590464.177660227
trajectory,,localized,,,-5.526884931,-16.639469091,1764590464.481436014
trajectory,,localized,,,-5.196083207,-16.454849903,1764590464.785197020
trajectory,,localized,,,-4.931344349,-16.317928611,1764590465.095104218
trajectory,,localized,,,-4.595958148,-16.220301508,1764590465.398956537
trajectory,,localized,,,-4.176569749,-16.089743128,1764590465.702796459
trajectory,,localized,,,-3.849459399,-15.897377740,1764590466.006255627
trajectory,,localized,,,-3.489709167,-15.783662073,1764590466.315133095
trajectory,,localized,,,-3.072190720,-15.567981246,1764590466.618730545
trajectory,,localized,,,-2.696277002,-15.271051064,1764590466.922268629
trajectory,,localized,,,-2.402736499,-15.028186868,1764590467.231498480
trajectory,,localized,,,-2.089941403,-14.811485855,1764590467.535274029
trajectory,,localized,,,-1.722822313,-14.560559798,1764590467.838456154
trajectory,,localized,,,-1.449236524,-14.271426486,1764590468.148784399
trajectory,,localized,,,-1.194156675,-14.006434276,1764590468.455623150
trajectory,,localized,,,-0.893853340,-13.771845722,1764590468.759462833
trajectory,,localized,,,-0.561117444,-13.492391721,1764590469.069696426
trajectory,,localized,,,-0.285228648,-13.237452300,1764590469.373543739
trajectory,,localized,,,0.028193820,-13.041578066,1764590469.677383900
trajectory,,localized,,,0.388895326,-12.824231484,1764590469.981223822
trajectory,,localized,,,0.735644351,-12.579813914,1764590470.291307211
trajectory,,localized,,,1.040535873,-12.373791213,1764590470.595226288
trajectory,,localized,,,1.370098295,-12.191744585,1764590470.898987293
trajectory,,localized,,,1.786582745,-11.971831102,1764590471.209342241
trajectory,,localized,,,2.138703290,-11.757565663,1764590471.512336493
trajectory,,localized,,,2.458038583,-11.554444322,1764590471.816077471
trajectory,,localized,,,2.833180293,-11.379639017,1764590472.127113104
trajectory,,localized,,,3.236812428,-11.158523780,1764590472.431163311
trajectory,,localized,,,3.572177542,-10.966641679,1764590472.735008240
trajectory,,localized,,,3.893918014,-10.825884174,1764590473.038833380
trajectory,,localized,,,4.285687758,-10.711001081,1764590473.349090815
trajectory,,localized,,,4.626708955,-10.508174855,1764590473.652930737
trajectory,,localized,,,4.917804407,-10.290650214,1764590473.956770658
trajectory,,localized,,,5.243338019,-10.084112494,1764590474.267012596
trajectory,,localized,,,5.612062895,-9.814790437,1764590474.570852518
trajectory,,localized,,,5.895823777,-9.525270637,1764590474.874692440
trajectory,,localized,,,6.175380968,-9.299517209,1764590475.184756041
trajectory,,localized,,,6.550179414,-9.067287210,1764590475.488576412
trajectory,,localized,,,6.921249873,-8.786432534,1764590475.792297840
trajectory,,localized,,,7.248511218,-8.503217137,1764590476.102102280
trajectory,,localized,,,7.592640859,-8.257804105,1764590476.406235456
trajectory,,localized,,,7.993888513,-7.982115137,1764590476.710075617
trajectory,,localized,,,8.303205656,-7.706220056,1764590477.013322353
trajectory,,localized,,,8.606072877,-7.529298289,1764590477.323697329
trajectory,,localized,,,8.994857062,-7.343209577,1764590477.627537251
trajectory,,localized,,,9.372815678,-7.110102859,1764590477.931377411
trajectory,,localized,,,9.693133353,-6.888155613,1764590478.241128922
trajectory,,localized,,,10.058109927,-6.689347083,1764590478.544978857
trajectory,,localized,,,10.449040114,-6.466882499,1764590478.848818779
trajectory,,localized,,,10.744647249,-6.269147426,1764590479.159054756
trajectory,,localized,,,11.065982802,-6.087852348,1764590479.462899685
trajectory,,localized,,,11.470873778,-5.906691646,1764590479.766739607
trajectory,,localized,,,11.885704354,-5.716506884,1764590480.076979876
trajectory,,localized,,,12.238746217,-5.568043344,1764590480.380820990
trajectory,,localized,,,12.644360065,-5.457404288,1764590480.684660912
trajectory,,localized,,,13.111358716,-5.333034043,1764590480.988500834
trajectory,,localized,,,13.504069064,-5.187378292,1764590481.298108816
trajectory,,localized,,,13.874434208,-5.080954899,1764590481.601850271
trajectory,,localized,,,14.303356064,-4.961470752,1764590481.905650616
trajectory,,localized,,,14.713651740,-4.820490967,1764590482.215061188
trajectory,,localized,,,15.080030820,-4.715096663,1764590482.520503759
trajectory,,localized,,,15.482652475,-4.665194788,1764590482.824343920
trajectory,,localized,,,15.955246014,-4.616090248,1764590483.134594679
trajectory,,localized,,,16.336138526,-4.562351651,1764590483.438445568
trajectory,,localized,,,16.709607128,-4.534574834,1764590483.742285490
trajectory,,localized,,,17.121323130,-4.558508579,1764590484.046120644
trajectory,,localized,,,17.558281969,-4.583299739,1764590484.356367111
trajectory,,localized,,,17.921063919,-4.610559793,1764590484.660207033
trajectory,,localized,,,18.264796067,-4.707621033,1764590484.964046955
trajectory,,localized,,,18.643081335,-4.885566757,1764590485.274111271
trajectory,,localized,,,18.977601619,-5.070582990,1764590485.578129053
trajectory,,localized,,,19.263759637,-5.281840481,1764590485.881968975
trajectory,,localized,,,19.567021076,-5.558815147,1764590486.191751242
trajectory,,localized,,,19.879454496,-5.855557177,1764590486.495591164
trajectory,,localized,,,20.149336077,-6.119370791,1764590486.799431086
trajectory,,localized,,,20.387289620,-6.414060281,1764590487.108965635
trajectory,,localized,,,20.676151262,-6.796945145,1764590487.413052559
trajectory,,localized,,,20.990174528,-7.118328901,1764590487.716892719
trajectory,,localized,,,21.221750187,-7.427018737,1764590488.020732880
trajectory,,localized,,,21.479614339,-7.795120672,1764590488.330494642
trajectory,,localized,,,21.783792204,-8.175503568,1764590488.634334564
trajectory,,localized,,,22.077956858,-8.478984766,1764590488.938174725
trajectory,,localized,,,22.344186815,-8.810261383,1764590489.247936487
trajectory,,localized,,,22.678905561,-9.187982893,1764590489.551776409
trajectory,,localized,,,22.990342999,-9.495169276,1764590489.855616331
trajectory,,localized,,,23.262428324,-9.792205207,1764590490.165862799
trajectory,,localized,,,23.581135359,-10.152575261,1764590490.469717979
trajectory,,localized,,,23.897231798,-10.478861841,1764590490.773557901
trajectory,,localized,,,24.214275039,-10.774437174,1764590491.083782911
trajectory,,localized,,,24.490752847,-11.080877199,1764590491.386847258
trajectory,,localized,,,24.776250531,-11.434795875,1764590491.690588474
trajectory,,localized,,,25.064076869,-11.737339462,1764590491.994586706
trajectory,,localized,,,25.318241717,-12.027604212,1764590492.303856373
trajectory,,localized,,,25.636877413,-12.355254238,1764590492.607597351
trajectory,,localized,,,25.981787517,-12.648275319,1764590492.911377907
trajectory,,localized,,,26.260843915,-12.910192512,1764590493.223461151
trajectory,,localized,,,26.530652198,-13.214976168,1764590493.527316332
trajectory,,localized,,,26.873582989,-13.532594016,1764590493.831156492
trajectory,,localized,,,27.168395326,-13.830988504,1764590494.141378164
trajectory,,localized,,,27.458239302,-14.081872170,1764590494.445215940
trajectory,,localized,,,27.813746554,-14.396303141,1764590494.749055862
trajectory,,localized,,,28.159373523,-14.680535945,1764590495.052895784
trajectory,,localized,,,28.462868011,-14.934656218,1764590495.363067150
trajectory,,localized,,,28.787600134,-15.229706809,1764590495.666907072
trajectory,,localized,,,29.139453646,-15.537383614,1764590495.970746994
trajectory,,localized,,,29.479556143,-15.807983076,1764590496.280701876
trajectory,,localized,,,29.778866090,-16.073296814,1764590496.584403515
trajectory,,localized,,,30.123667903,-16.396377972,1764590496.888619184
trajectory,,localized,,,30.517440612,-16.654577662,1764590497.198814869
trajectory,,localized,,,30.886661566,-16.888014222,1764590497.502659559
trajectory,,localized,,,31.243573590,-17.174913144,1764590497.806499481
trajectory,,localized,,,31.647574873,-17.420292314,1764590498.116750479
trajectory,,localized,,,32.020426259,-17.604204821,1764590498.420586348
trajectory,,localized,,,32.403828026,-17.788506895,1764590498.724426508
trajectory,,localized,,,32.849796892,-17.935803329,1764590499.028266430
trajectory,,localized,,,33.318160663,-18.012562416,1764590499.338094473
trajectory,,localized,,,33.780127286,-18.046698283,1764590499.641934633
trajectory,,localized,,,34.260691460,-18.027880766,1764590499.945774794
trajectory,,localized,,,34.756809491,-17.923388921,1764590500.255540848
trajectory,,localized,,,35.169191737,-17.747343677,1764590500.559340954
trajectory,,localized,,,35.561023945,-17.562440994,1764590500.863042593
trajectory,,localized,,,35.969982927,-17.345279485,1764590501.172193050
trajectory,,localized,,,36.334537520,-17.094894195,1764590501.475919247
trajectory,,localized,,,36.670032499,-16.886495015,1764590501.779640675
trajectory,,localized,,,37.027413373,-16.685162417,1764590502.090006351
trajectory,,localized,,,37.416896908,-16.438591261,1764590502.395266771
trajectory,,localized,,,37.732824912,-16.210206145,1764590502.699106932
trajectory,,localized,,,38.062716422,-16.035613795,1764590503.002946615
trajectory,,localized,,,38.456752165,-15.789915989,1764590503.313208818
trajectory,,localized,,,38.817878315,-15.509594445,1764590503.617048740
trajectory,,localized,,,39.123605776,-15.249085770,1764590503.920888662
trajectory,,localized,,,39.457316027,-15.030846055,1764590504.231120586
trajectory,,localized,,,39.829974708,-14.734211287,1764590504.534970522
trajectory,,localized,,,40.092208914,-14.453514303,1764590504.838810444
trajectory,,localized,,,40.384756959,-14.202446897,1764590505.149056196
trajectory,,localized,,,40.713315755,-13.914316594,1764590505.452892303
trajectory,,localized,,,41.012548006,-13.596454923,1764590505.756712675
trajectory,,localized,,,41.259799355,-13.291412944,1764590506.060553074
trajectory,,localized,,,41.522359270,-13.025147344,1764590506.370834827
trajectory,,localized,,,41.848281756,-12.706963691,1764590506.674674749
trajectory,,localized,,,42.111614111,-12.396516576,1764590506.978514910
trajectory,,localized,,,42.390873601,-12.106605182,1764590507.288757801
trajectory,,localized,,,42.716499006,-11.798557486,1764590507.592597961
trajectory,,localized,,,43.048900204,-11.472913429,1764590507.896437645
trajectory,,localized,,,43.320850345,-11.172300070,1764590508.206685543
trajectory,,localized,,,43.637959333,-10.899865797,1764590508.510535479
trajectory,,localized,,,43.975050709,-10.582069438,1764590508.814380169
trajectory,,localized,,,44.223123204,-10.254997412,1764590509.124618053
trajectory,,localized,,,44.466040265,-9.943925126,1764590509.428384066
trajectory,,localized,,,44.759981634,-9.647596997,1764590509.732303143
trajectory,,localized,,,45.043813137,-9.313787923,1764590510.036143303
trajectory,,localized,,,45.290275205,-9.033443867,1764590510.345490217
trajectory,,localized,,,45.581896105,-8.765297877,1764590510.649171829
trajectory,,localized,,,45.903080636,-8.441385369,1764590510.953605175
trajectory,,localized,,,46.139904130,-8.103284083,1764590511.263385534
trajectory,,localized,,,46.400501708,-7.798889434,1764590511.567225456
trajectory,,localized,,,46.685248376,-7.510198774,1764590511.871065378
trajectory,,localized,,,46.942232460,-7.145747378,1764590512.180810928
trajectory,,localized,,,47.169861780,-6.762841284,1764590512.484665871
trajectory,,localized,,,47.419895484,-6.420558276,1764590512.788505793
trajectory,,localized,,,47.689814641,-6.020392514,1764590513.098253965
trajectory,,localized,,,47.893408021,-5.650895273,1764590513.402106524
trajectory,,localized,,,48.109448452,-5.340646152,1764590513.705946445
trajectory,,localized,,,48.349348258,-5.028248386,1764590514.009781837
trajectory,,localized,,,48.567710969,-4.659642336,1764590514.320026875
trajectory,,localized,,,48.731451757,-4.325023115,1764590514.623866796
trajectory,,localized,,,48.904187053,-4.044977983,1764590514.927706718
trajectory,,localized,,,49.175636862,-3.715812074,1764590515.237931728
trajectory,,localized,,,49.396454769,-3.389228643,1764590515.541786671
trajectory,,localized,,,49.646649036,-3.132247968,1764590515.845626831
trajectory,,localized,,,49.951160203,-2.869730297,1764590516.155856371
trajectory,,localized,,,50.281826609,-2.578954764,1764590516.458837271
trajectory,,localized,,,50.534410296,-2.324662656,1764590516.762618065
trajectory,,localized,,,50.822862906,-2.081532745,1764590517.073089123
trajectory,,localized,,,51.169794389,-1.813488840,1764590517.377629042
trajectory,,localized,,,51.468130681,-1.544595351,1764590517.681468964
trajectory,,localized,,,51.747189259,-1.299771921,1764590517.985309124
trajectory,,localized,,,52.073187979,-1.129416099,1764590518.295551062
trajectory,,localized,,,52.444520482,-0.956547373,1764590518.599391222
trajectory,,localized,,,52.731214950,-0.800430847,1764590518.903231144
trajectory,,localized,,,53.014202772,-0.672908364,1764590519.213473082
trajectory,,localized,,,53.379337130,-0.610373996,1764590519.517273903
trajectory,,localized,,,53.712277385,-0.531774026,1764590519.821138382
trajectory,,localized,,,54.031587313,-0.455926287,1764590520.130944490
trajectory,,localized,,,54.351998125,-0.416766708,1764590520.434794903
trajectory,,localized,,,54.720907516,-0.461827930,1764590520.738590479
trajectory,,localized,,,55.038815679,-0.453046362,1764590521.042474985
trajectory,,localized,,,55.319320890,-0.460557742,1764590521.352236986
trajectory,,localized,,,55.588058681,-0.536156309,1764590521.656076908
